OrderID;CompanyName;OrderDate;Country;Salesperson;CategoryName;Sale
10524;Bottom-Dollar Markets;26-04-2017;Sweden;Davolio;Seafood;258,9
10525;Save-a-lot Markets;27-04-2017;France;Davolio;Seafood;570
10525;Save-a-lot Markets;27-04-2017;France;Davolio;Seafood;276
10526;Hungry Owl All-Night Grocers;30-04-2017;Finland;Peacock;Beverages;144
10526;Ocano Atlntico Ltda.;30-04-2017;Finland;Peacock;Grains/Cereals;1140
10526;Eastern Connection;30-04-2017;Finland;Peacock;Seafood;60
10527;Rattlesnake Canyon Grocery;30-04-2017;Germany;King;Condiments;1100
10527;Que Delcia;30-04-2017;Germany;King;Seafood;570
10528;Ernst Handel;01-05-2017;USA;Hellstern;Dairy Products;63
10528;QUICK-Stop;01-05-2017;USA;Hellstern;Dairy Products;20
10528;The Big Cheese;01-05-2017;USA;Hellstern;Dairy Products;313,2
10529;Folk och f HB;02-05-2017;Belgium;Buchanan;Confections;250
10529;Vaffeljernet;02-05-2017;Belgium;Buchanan;Dairy Products;360
10529;Pericles Comidas clsicas;02-05-2017;Belgium;Buchanan;Meat/Poultry;336
10530;QUICK-Stop;03-05-2017;Austria;Leverling;Beverages;1150
10530;LILA-Supermercado;03-05-2017;Austria;Leverling;Beverages;900
10530;Wolski  Zajazd;03-05-2017;Austria;Leverling;Condiments;570
10530;Ottilies Kseladen;03-05-2017;Austria;Leverling;Meat/Poultry;1560
10531;Rattlesnake Canyon Grocery;03-05-2017;Argentina;King;Dairy Products;110
10532;Folk och f HB;04-05-2017;UK;King;Condiments;408
10532;Save-a-lot Markets;04-05-2017;UK;King;Seafood;388,35
10533;The Cracker Box;07-05-2017;Sweden;Callahan;Condiments;1100
10533;Maison Dewey;07-05-2017;Sweden;Callahan;Dairy Products;835,2
10533;Wilman Kala;07-05-2017;Sweden;Callahan;Seafood;360
10534;Great Lakes Food Market;07-05-2017;Germany;Callahan;Meat/Poultry;74,5
10534;Princesa Isabel Vinhos;07-05-2017;Germany;Callahan;Seafood;258,9
10534;Ernst Handel;07-05-2017;Germany;Callahan;Seafood;184
10535;Godos Cocina Tpica;08-05-2017;Mexico;Peacock;Dairy Products;1050
10535;Reggiani Caseifici;08-05-2017;Mexico;Peacock;Dairy Products;825
10535;Alfreds Futterkiste;08-05-2017;Mexico;Peacock;Grains/Cereals;97,5
10535;Frankenversand;08-05-2017;Mexico;Peacock;Seafood;184
10536;Romero y tomillo;09-05-2017;Germany;Leverling;Dairy Products;570
10536;LINO-Delicateses;09-05-2017;Germany;Leverling;Dairy Products;250
10536;Sant Gourmet;09-05-2017;Germany;Leverling;Dairy Products;75
10536;Around the Horn;09-05-2017;Germany;Leverling;Dairy Products;1190
10537;Ernst Handel;09-05-2017;Switzerland;Davolio;Dairy Products;375
10537;Lonesome Pine Restaurant;09-05-2017;Switzerland;Davolio;Dairy Products;730,8
10537;Rancho grande;09-05-2017;Switzerland;Davolio;Produce;318
10537;Ottilies Kseladen;09-05-2017;Switzerland;Davolio;Seafood;265
10537;QUICK-Stop;09-05-2017;Switzerland;Davolio;Seafood;135
10538;Hanari Carnes;10-05-2017;UK;Dodsworth;Beverages;105
10538;B's Beverages;10-05-2017;UK;Dodsworth;Dairy Products;34,8
10539;Eastern Connection;11-05-2017;UK;Hellstern;Confections;150
10539;Wartian Herkku;11-05-2017;UK;Hellstern;Confections;120
10539;Franchi S.p.A.;11-05-2017;UK;Hellstern;Dairy Products;37,5
10539;Bottom-Dollar Markets;11-05-2017;UK;Hellstern;Seafood;48
10540;Kniglich Essen;14-05-2017;Germany;Leverling;Beverages;7905
10540;Chop-suey Chinese;14-05-2017;Germany;Leverling;Condiments;600
10540;Save-a-lot Markets;14-05-2017;Germany;Leverling;Confections;1249,2
10540;Save-a-lot Markets;14-05-2017;Germany;Leverling;Confections;437,5
10541;White Clover Markets;14-05-2017;Brazil;Fuller;Beverages;157,5
10541;Richter Supermarkt;14-05-2017;Brazil;Fuller;Beverages;1054
10541;Old World Delicatessen;14-05-2017;Brazil;Fuller;Condiments;757,8
10541;Suprmes dlices;14-05-2017;Brazil;Fuller;Dairy Products;193,5
10542;Drachenblut Delikatessen;15-05-2017;Germany;Davolio;Dairy Products;315
10542;Godos Cocina Tpica;15-05-2017;Germany;Davolio;Meat/Poultry;178,8
10543;Suprmes dlices;16-05-2017;Venezuela;Callahan;Dairy Products;1140
10543;LINO-Delicateses;16-05-2017;Venezuela;Callahan;Grains/Cereals;630
10544;Great Lakes Food Market;16-05-2017;USA;Peacock;Beverages;98
10544;Chop-suey Chinese;16-05-2017;USA;Peacock;Produce;319,2
10545;Comrcio Mineiro;17-05-2017;USA;Callahan;Dairy Products;210
10546;Spcialits du monde;18-05-2017;France;Davolio;Beverages;540
10546;Wolski  Zajazd;18-05-2017;France;Davolio;Confections;1972
10546;Bottom-Dollar Markets;18-05-2017;France;Davolio;Produce;300
10547;Die Wandernde Kuh;18-05-2017;UK;Leverling;Dairy Products;768
10547;Eastern Connection;18-05-2017;UK;Leverling;Seafood;1140
10548;Bottom-Dollar Markets;21-05-2017;Germany;Leverling;Beverages;140
10548;Gourmet Lanchonetes;21-05-2017;Germany;Leverling;Seafood;135,1
10549;Folk och f HB;22-05-2017;Germany;Buchanan;Dairy Products;687,5
10549;La maison d'Asie;22-05-2017;Germany;Buchanan;Produce;2544
10549;Hanari Carnes;22-05-2017;Germany;Buchanan;Seafood;950
10550;Piccolo und mehr;23-05-2017;Spain;King;Condiments;285
10550;Cactus Comidas para llevar;23-05-2017;Spain;King;Confections;92
10550;HILARION-Abastos;23-05-2017;Spain;King;Confections;60
10550;Eastern Connection;23-05-2017;Spain;King;Meat/Poultry;312
10551;North/South;23-05-2017;Portugal;Peacock;Beverages;360
10551;Blauer See Delikatessen;23-05-2017;Portugal;Peacock;Condiments;778
10551;Ricardo Adocicados;23-05-2017;Portugal;Peacock;Confections;698
10552;Franchi S.p.A.;24-05-2017;Venezuela;Fuller;Beverages;232,5
10552;Great Lakes Food Market;24-05-2017;Venezuela;Fuller;Dairy Products;648
10553;Reggiani Caseifici;25-05-2017;Finland;Fuller;Beverages;108
10553;Hungry Owl All-Night Grocers;25-05-2017;Finland;Fuller;Confections;244,3
10553;Save-a-lot Markets;25-05-2017;Finland;Fuller;Dairy Products;315
10553;LILA-Supermercado;25-05-2017;Finland;Fuller;Dairy Products;375
10553;White Clover Markets;25-05-2017;Finland;Fuller;Grains/Cereals;504
10554;Drachenblut Delikatessen;25-05-2017;Germany;Peacock;Condiments;130
10554;Queen Cozinha;25-05-2017;Germany;Peacock;Confections;523,5
10554;Tortuga Restaurante;25-05-2017;Germany;Peacock;Confections;986
10554;Lehmanns Marktstand;25-05-2017;Germany;Peacock;Grains/Cereals;180
10555;LILA-Supermercado;28-05-2017;USA;Hellstern;Beverages;81
10555;Ernst Handel;28-05-2017;USA;Hellstern;Confections;322
10555;Pericles Comidas clsicas;28-05-2017;USA;Hellstern;Grains/Cereals;1520
10555;Simons bistro;28-05-2017;USA;Hellstern;Produce;697,5
10555;Richter Supermarkt;28-05-2017;USA;Hellstern;Produce;1060
10556;Bon app';29-05-2017;Denmark;Fuller;Dairy Products;835,2
10557;Rattlesnake Canyon Grocery;29-05-2017;Germany;Dodsworth;Beverages;155
10557;Wellington Importadora;29-05-2017;Germany;Dodsworth;Grains/Cereals;997,5
10558;HILARION-Abastos;30-05-2017;UK;Davolio;Confections;237,5
10558;Ernst Handel;30-05-2017;UK;Davolio;Grains/Cereals;210
10558;Centro comercial Moctezuma;30-05-2017;UK;Davolio;Meat/Poultry;590,4
10558;Ottilies Kseladen;30-05-2017;UK;Davolio;Produce;1060
10558;Que Delcia;30-05-2017;UK;Davolio;Seafood;45
10559;Rattlesnake Canyon Grocery;31-05-2017;France;Hellstern;Meat/Poultry;432
10559;Ernst Handel;31-05-2017;France;Hellstern;Seafood;115,8
10560;Folk och f HB;01-06-2017;Germany;Callahan;Confections;739,5
10560;Blondesddsl pre et fils;01-06-2017;Germany;Callahan;Seafood;517,8
10561;Wartian Herkku;01-06-2017;Sweden;Fuller;Condiments;194,5
10561;Frankenversand;01-06-2017;Sweden;Fuller;Produce;2650
10562;GROSELLA-Restaurante;04-06-2017;Italy;Davolio;Confections;493
10562;White Clover Markets;04-06-2017;Italy;Davolio;Dairy Products;50
10563;Wartian Herkku;05-06-2017;Brazil;Fuller;Grains/Cereals;490
10563;Split Rail Beer & Ale;05-06-2017;Brazil;Fuller;Seafood;475
10564;Rattlesnake Canyon Grocery;05-06-2017;USA;Peacock;Dairy Products;75
10564;QUICK-Stop;05-06-2017;USA;Peacock;Meat/Poultry;624
10564;Vins et alcools Chevalier;05-06-2017;USA;Peacock;Meat/Poultry;600
10565;Magazzini Alimentari Riuniti;06-06-2017;Canada;Callahan;Beverages;112,5
10565;Tortuga Restaurante;06-06-2017;Canada;Callahan;Grains/Cereals;598,5
10566;Morgenstern Gesundkost;07-06-2017;France;Dodsworth;Beverages;180
10566;Berglunds snabbkp;07-06-2017;France;Dodsworth;Dairy Products;735
10566;Lehmanns Marktstand;07-06-2017;France;Dodsworth;Seafood;1125
10567;Berglunds snabbkp;07-06-2017;Ireland;Davolio;Dairy Products;750
10567;Romero y tomillo;07-06-2017;Ireland;Davolio;Dairy Products;2200
10567;Romero y tomillo;07-06-2017;Ireland;Davolio;Produce;159
10568;LILA-Supermercado;08-06-2017;Spain;Leverling;Seafood;155
10569;Lehmanns Marktstand;11-06-2017;USA;Buchanan;Beverages;540
10569;QUICK-Stop;11-06-2017;USA;Buchanan;Dairy Products;437,5
10570;QUICK-Stop;12-06-2017;Canada;Leverling;Dairy Products;315
10570;Ricardo Adocicados;12-06-2017;Canada;Leverling;Grains/Cereals;2280
10571;Reggiani Caseifici;12-06-2017;Austria;Callahan;Grains/Cereals;392
10571;B's Beverages;12-06-2017;Austria;Callahan;Produce;255,75
10572;Comrcio Mineiro;13-06-2017;Sweden;Leverling;Beverages;116,25
10572;Que Delcia;13-06-2017;Sweden;Leverling;Confections;209,4
10572;Tradio Hipermercados;13-06-2017;Sweden;Leverling;Dairy Products;320
10572;Tortuga Restaurante;13-06-2017;Sweden;Leverling;Seafood;920
10573;Rattlesnake Canyon Grocery;14-06-2017;Mexico;King;Beverages;560
10573;Vins et alcools Chevalier;14-06-2017;Mexico;King;Meat/Poultry;702
10573;LILA-Supermercado;14-06-2017;Mexico;King;Meat/Poultry;820
10574;Blondesddsl pre et fils;14-06-2017;USA;Peacock;Confections;493
10574;Hungry Owl All-Night Grocers;14-06-2017;USA;Peacock;Dairy Products;35
10574;Ricardo Adocicados;14-06-2017;USA;Peacock;Grains/Cereals;199,5
10574;Magazzini Alimentari Riuniti;14-06-2017;USA;Peacock;Seafood;36,8
10575;Die Wandernde Kuh;15-06-2017;Germany;Buchanan;Beverages;180
10575;Suprmes dlices;15-06-2017;Germany;Buchanan;Condiments;263,4
10575;Godos Cocina Tpica;15-06-2017;Germany;Buchanan;Dairy Products;660
10575;Tortuga Restaurante;15-06-2017;Germany;Buchanan;Dairy Products;1044
10576;Old World Delicatessen;18-06-2017;Mexico;Leverling;Beverages;180
10576;Romero y tomillo;18-06-2017;Mexico;Leverling;Condiments;408,45
10576;Lonesome Pine Restaurant;18-06-2017;Mexico;Leverling;Dairy Products;250
10577;Ana Trujillo Emparedados y helados;18-06-2017;USA;Dodsworth;Beverages;180
10577;Hungry Owl All-Night Grocers;18-06-2017;USA;Dodsworth;Beverages;155
10577;The Big Cheese;18-06-2017;USA;Dodsworth;Condiments;234
10578;Du monde entier;19-06-2017;UK;Peacock;Beverages;360
10578;Die Wandernde Kuh;19-06-2017;UK;Peacock;Grains/Cereals;117
10579;QUICK-Stop;20-06-2017;USA;Davolio;Beverages;162,75
10579;Rattlesnake Canyon Grocery;20-06-2017;USA;Davolio;Condiments;155
10580;Island Trading;21-06-2017;Germany;Peacock;Condiments;631,5
10580;Rattlesnake Canyon Grocery;21-06-2017;Germany;Peacock;Produce;348,75
10580;Lonesome Pine Restaurant;21-06-2017;Germany;Peacock;Seafood;86,85
10581;Island Trading;21-06-2017;Brazil;Leverling;Beverages;387,5
10582;Tortuga Restaurante;22-06-2017;Germany;Leverling;Beverages;252
10582;Wartian Herkku;22-06-2017;Germany;Leverling;Grains/Cereals;78
10583;Island Trading;25-06-2017;Finland;Fuller;Dairy Products;816
10583;Pericles Comidas clsicas;25-06-2017;Finland;Fuller;Dairy Products;360
10583;Kniglich Essen;25-06-2017;Finland;Fuller;Meat/Poultry;1237,9
10584;Save-a-lot Markets;25-06-2017;France;Peacock;Dairy Products;625
10585;Kniglich Essen;26-06-2017;Brazil;King;Confections;142,5
10586;Blido Comidas preparadas;27-06-2017;Italy;Dodsworth;Grains/Cereals;28
10587;Folk och f HB;27-06-2017;Brazil;Davolio;Beverages;360
10587;Furia Bacalhau e Frutos do Mar;27-06-2017;Brazil;Davolio;Condiments;260
10587;Split Rail Beer & Ale;27-06-2017;Brazil;Davolio;Confections;187,38
10588;LILA-Supermercado;28-06-2017;Germany;Fuller;Grains/Cereals;1400
10588;Bon app';28-06-2017;Germany;Fuller;Seafood;2500
10589;Mre Paillarde;29-06-2017;USA;Callahan;Beverages;72
10590;Wartian Herkku;02-07-2017;Canada;Peacock;Beverages;360
10590;Victuailles en stock;02-07-2017;Canada;Peacock;Condiments;780
10591;Hungry Owl All-Night Grocers;02-07-2017;Denmark;Davolio;Condiments;140
10591;Princesa Isabel Vinhos;02-07-2017;Denmark;Davolio;Meat/Poultry;372,5
10591;Frankenversand;02-07-2017;Denmark;Davolio;Produce;300
10592;Old World Delicatessen;03-07-2017;Germany;Leverling;Condiments;387,5
10592;Mre Paillarde;03-07-2017;Germany;Leverling;Confections;156,15
10593;Bon app';04-07-2017;Germany;King;Beverages;72
10593;Simons bistro;04-07-2017;Germany;King;Confections;1701
10593;Frankenversand;04-07-2017;Germany;King;Dairy Products;720
10594;Lehmanns Marktstand;04-07-2017;USA;Leverling;Grains/Cereals;168
10594;White Clover Markets;04-07-2017;USA;Leverling;Seafood;397,5
10595;QUICK-Stop;05-07-2017;Austria;Fuller;Beverages;540
10595;Rattlesnake Canyon Grocery;05-07-2017;Austria;Fuller;Condiments;3420
10595;Familia Arquibaldo;05-07-2017;Austria;Fuller;Dairy Products;2340
10596;Die Wandernde Kuh;06-07-2017;USA;Callahan;Beverages;232,5
10596;Split Rail Beer & Ale;06-07-2017;USA;Callahan;Condiments;1053,6
10596;La maison d'Asie;06-07-2017;USA;Callahan;Grains/Cereals;190
10597;Ernst Handel;06-07-2017;Austria;King;Beverages;157,5
10597;Furia Bacalhau e Frutos do Mar;06-07-2017;Austria;King;Condiments;252,6
10597;Piccolo und mehr;06-07-2017;Austria;King;Grains/Cereals;390
10598;Pericles Comidas clsicas;09-07-2017;USA;Davolio;Confections;2195
10598;Around the Horn;09-07-2017;USA;Davolio;Dairy Products;193,5
10599;Die Wandernde Kuh;10-07-2017;UK;Hellstern;Confections;493
10600;LILA-Supermercado;11-07-2017;USA;Peacock;Meat/Poultry;29,8
10600;La maison d'Asie;11-07-2017;USA;Peacock;Seafood;450
10601;Seven Seas Imports;11-07-2017;Venezuela;King;Dairy Products;1925
10601;Blondesddsl pre et fils;11-07-2017;Venezuela;King;Seafood;360
10602;QUICK-Stop;12-07-2017;Denmark;Callahan;Condiments;65
10603;Bon app';13-07-2017;USA;Callahan;Confections;500
10603;Drachenblut Delikatessen;13-07-2017;USA;Callahan;Grains/Cereals;1008
10604;Eastern Connection;13-07-2017;Portugal;Davolio;Beverages;180
10604;Antonio Moreno Taquera;13-07-2017;Portugal;Davolio;Confections;76,5
10605;Galera del gastrnomo;16-07-2017;Canada;Davolio;Confections;523,5
10605;Vaffeljernet;16-07-2017;Canada;Davolio;Dairy Products;1100
10605;Ernst Handel;16-07-2017;Canada;Davolio;Dairy Products;2380
10605;Split Rail Beer & Ale;16-07-2017;Canada;Davolio;Dairy Products;322,5
10606;Chop-suey Chinese;17-07-2017;Brazil;Peacock;Condiments;440
10606;La maison d'Asie;17-07-2017;Brazil;Peacock;Confections;493
10606;Queen Cozinha;17-07-2017;Brazil;Peacock;Meat/Poultry;480
10607;Hungry Owl All-Night Grocers;17-07-2017;USA;Buchanan;Dairy Products;35
10607;Wolski  Zajazd;17-07-2017;USA;Buchanan;Dairy Products;417,6
10607;Hungry Coyote Import Store;17-07-2017;USA;Buchanan;Meat/Poultry;3900
10607;Mre Paillarde;17-07-2017;USA;Buchanan;Produce;1350
10607;Seven Seas Imports;17-07-2017;USA;Buchanan;Seafood;772,8
10608;Folk och f HB;18-07-2017;Germany;Peacock;Grains/Cereals;1064
10609;Que Delcia;19-07-2017;France;King;Beverages;54
10609;Hungry Owl All-Night Grocers;19-07-2017;France;King;Confections;60
10609;LILA-Supermercado;19-07-2017;France;King;Seafood;310
10610;Ernst Handel;20-07-2017;France;Callahan;Seafood;399
10611;Around the Horn;20-07-2017;Poland;Hellstern;Beverages;108
10611;Berglunds snabbkp;20-07-2017;Poland;Hellstern;Beverages;190
10611;Split Rail Beer & Ale;20-07-2017;Poland;Hellstern;Dairy Products;510
10612;Familia Arquibaldo;23-07-2017;USA;Davolio;Beverages;1440
10612;Sant Gourmet;23-07-2017;USA;Davolio;Confections;360
10612;Seven Seas Imports;23-07-2017;USA;Davolio;Dairy Products;1360
10612;Bottom-Dollar Markets;23-07-2017;USA;Davolio;Seafood;2170
10612;Ernst Handel;23-07-2017;USA;Davolio;Seafood;1045
10613;Drachenblut Delikatessen;24-07-2017;Venezuela;Peacock;Beverages;310
10613;Piccolo und mehr;24-07-2017;Venezuela;Peacock;Seafood;48
10614;Save-a-lot Markets;24-07-2017;Germany;Callahan;Beverages;90
10614;Hungry Coyote Import Store;24-07-2017;Germany;Callahan;Confections;80
10614;HILARION-Abastos;24-07-2017;Germany;Callahan;Dairy Products;294
10615;Frankenversand;25-07-2017;Finland;Fuller;Meat/Poultry;120
10616;Princesa Isabel Vinhos;26-07-2017;USA;Davolio;Beverages;3952,5
10616;Save-a-lot Markets;26-07-2017;USA;Davolio;Beverages;225
10616;Vaffeljernet;26-07-2017;USA;Davolio;Dairy Products;322,5
10616;Eastern Connection;26-07-2017;USA;Davolio;Grains/Cereals;532
10617;Rattlesnake Canyon Grocery;26-07-2017;USA;Peacock;Dairy Products;1650
10618;Ernst Handel;27-07-2017;Canada;Davolio;Condiments;1750
10618;Ernst Handel;27-07-2017;Canada;Davolio;Confections;187,5
10618;Magazzini Alimentari Riuniti;27-07-2017;Canada;Davolio;Grains/Cereals;760
10619;LINO-Delicateses;30-07-2017;Canada;Leverling;Confections;420
10619;Queen Cozinha;30-07-2017;Canada;Leverling;Grains/Cereals;840
10620;Ottilies Kseladen;31-07-2017;Canada;Fuller;Beverages;22,5
10620;Folies gourmandes;31-07-2017;Canada;Fuller;Grains/Cereals;35
10621;Ocano Atlntico Ltda.;31-07-2017;UK;Peacock;Beverages;300
10621;Bottom-Dollar Markets;31-07-2017;UK;Peacock;Confections;46
10621;Bottom-Dollar Markets;31-07-2017;UK;Peacock;Dairy Products;322,5
10621;Wartian Herkku;31-07-2017;UK;Peacock;Grains/Cereals;90
10622;La maison d'Asie;01-08-2017;Brazil;Peacock;Beverages;380
10622;Familia Arquibaldo;01-08-2017;Brazil;Peacock;Confections;225
10623;Hungry Coyote Import Store;02-08-2017;Germany;Callahan;Beverages;13,5
10623;Wartian Herkku;02-08-2017;Germany;Callahan;Beverages;540
10623;Simons bistro;02-08-2017;Germany;Callahan;Confections;138
10623;QUICK-Stop;02-08-2017;Germany;Callahan;Confections;250
10623;Richter Supermarkt;02-08-2017;Germany;Callahan;Produce;488,25
10624;Wellington Importadora;02-08-2017;USA;Peacock;Condiments;194,5
10624;Que Delcia;02-08-2017;USA;Peacock;Meat/Poultry;742,74
10624;Franchi S.p.A.;02-08-2017;USA;Peacock;Produce;456
10625;Gourmet Lanchonetes;03-08-2017;Mexico;Leverling;Dairy Products;340
10625;Mre Paillarde;03-08-2017;Mexico;Leverling;Grains/Cereals;70
10625;La maison d'Asie;03-08-2017;Mexico;Leverling;Produce;69,75
10626;Galera del gastrnomo;06-08-2017;Sweden;Davolio;Dairy Products;680
10626;Piccolo und mehr;06-08-2017;Sweden;Davolio;Dairy Products;430
10626;Reggiani Caseifici;06-08-2017;Sweden;Davolio;Meat/Poultry;393,6
10627;Hungry Owl All-Night Grocers;06-08-2017;USA;Callahan;Confections;739,5
10627;Ernst Handel;06-08-2017;USA;Callahan;Seafood;525
10628;Bottom-Dollar Markets;07-08-2017;France;Peacock;Beverages;450
10629;Split Rail Beer & Ale;07-08-2017;Spain;Peacock;Grains/Cereals;299,25
10629;Princesa Isabel Vinhos;07-08-2017;Spain;Peacock;Meat/Poultry;2475,8
10630;Folk och f HB;08-08-2017;Germany;Davolio;Beverages;630
10630;Consolidated Holdings;08-08-2017;Germany;Davolio;Meat/Poultry;288
10631;Blondesddsl pre et fils;09-08-2017;France;Callahan;Beverages;62
10632;Wartian Herkku;09-08-2017;Germany;Callahan;Beverages;570
10632;Toms Spezialitten;09-08-2017;Germany;Callahan;Dairy Products;50
10633;Mre Paillarde;10-08-2017;Austria;King;Confections;1093,05
10633;Save-a-lot Markets;10-08-2017;Austria;King;Confections;3944
10633;Old World Delicatessen;10-08-2017;Austria;King;Dairy Products;1368
10633;Ernst Handel;10-08-2017;Austria;King;Seafood;78
10634;Reggiani Caseifici;10-08-2017;France;Peacock;Beverages;15,5
10634;Berglunds snabbkp;10-08-2017;France;Peacock;Produce;1050
10634;Berglunds snabbkp;10-08-2017;France;Peacock;Produce;795
10634;Toms Spezialitten;10-08-2017;France;Peacock;Seafood;3125
10635;Ricardo Adocicados;13-08-2017;Italy;Callahan;Condiments;220
10635;Rancho grande;13-08-2017;Italy;Callahan;Condiments;320,25
10635;Blondesddsl pre et fils;13-08-2017;Italy;Callahan;Grains/Cereals;840
10636;Victuailles en stock;14-08-2017;Finland;Peacock;Condiments;550
10636;QUICK-Stop;14-08-2017;Finland;Peacock;Seafood;79,5
10637;Save-a-lot Markets;14-08-2017;Brazil;Hellstern;Confections;406,25
10637;Around the Horn;14-08-2017;Brazil;Hellstern;Dairy Products;210
10637;La maison d'Asie;14-08-2017;Brazil;Hellstern;Grains/Cereals;2280
10638;Wartian Herkku;15-08-2017;Venezuela;Leverling;Condiments;442,05
10638;Kniglich Essen;15-08-2017;Venezuela;Leverling;Dairy Products;2088
10638;Kniglich Essen;15-08-2017;Venezuela;Leverling;Seafood;190
10639;Suprmes dlices;15-08-2017;Norway;King;Seafood;500
10640;Victuailles en stock;16-08-2017;Germany;Peacock;Beverages;225
10640;Folk och f HB;16-08-2017;Germany;Peacock;Dairy Products;720
10641;LILA-Supermercado;17-08-2017;Venezuela;Peacock;Beverages;950
10641;Consolidated Holdings;17-08-2017;Venezuela;Peacock;Seafood;1104
10642;Suprmes dlices;17-08-2017;Denmark;King;Condiments;570
10642;Furia Bacalhau e Frutos do Mar;17-08-2017;Denmark;King;Confections;300
10643;Vaffeljernet;20-08-2017;Germany;Hellstern;Beverages;378
10643;Comrcio Mineiro;20-08-2017;Germany;Hellstern;Produce;684
10643;Magazzini Alimentari Riuniti;20-08-2017;Germany;Hellstern;Seafood;24
10644;Kniglich Essen;20-08-2017;Brazil;Leverling;Beverages;920
10644;White Clover Markets;20-08-2017;Brazil;Leverling;Seafood;250
10644;Bon app';20-08-2017;Brazil;Leverling;Seafood;252
10645;B's Beverages;21-08-2017;Brazil;Peacock;Seafood;1250
10645;Seven Seas Imports;21-08-2017;Brazil;Peacock;Seafood;285
10646;Island Trading;22-08-2017;Ireland;Dodsworth;Beverages;270
10646;Pericles Comidas clsicas;22-08-2017;Ireland;Dodsworth;Condiments;455
10646;Suprmes dlices;22-08-2017;Ireland;Dodsworth;Dairy Products;645
10646;HILARION-Abastos;22-08-2017;Ireland;Dodsworth;Seafood;558
10647;Princesa Isabel Vinhos;22-08-2017;Brazil;Peacock;Beverages;360
10647;Victuailles en stock;22-08-2017;Brazil;Peacock;Confections;276
10648;Rattlesnake Canyon Grocery;23-08-2017;Brazil;Buchanan;Beverages;67,5
10648;Folies gourmandes;23-08-2017;Brazil;Buchanan;Grains/Cereals;315
10649;Ricardo Adocicados;23-08-2017;Belgium;Buchanan;Dairy Products;522
10649;Lazy K Kountry Store;23-08-2017;Belgium;Buchanan;Produce;912
10650;White Clover Markets;24-08-2017;Brazil;Buchanan;Meat/Poultry;820
10650;B's Beverages;24-08-2017;Brazil;Buchanan;Meat/Poultry;223,5
10650;LINO-Delicateses;24-08-2017;Brazil;Buchanan;Seafood;776,7
10651;HILARION-Abastos;27-08-2017;Germany;Callahan;Confections;110,4
10651;Queen Cozinha;27-08-2017;Germany;Callahan;Grains/Cereals;420
10652;Frankenversand;27-08-2017;Brazil;Peacock;Grains/Cereals;280
10652;Piccolo und mehr;27-08-2017;Brazil;Peacock;Seafood;51,78
10653;HILARION-Abastos;28-08-2017;Germany;Davolio;Confections;523,5
10653;Furia Bacalhau e Frutos do Mar;28-08-2017;Germany;Davolio;Dairy Products;680
10654;Bottom-Dollar Markets;28-08-2017;Sweden;Buchanan;Beverages;360
10654;La maison d'Asie;28-08-2017;Sweden;Buchanan;Condiments;264
10654;Comrcio Mineiro;28-08-2017;Sweden;Buchanan;Meat/Poultry;44,7
10655;Laughing Bacchus Wine Cellars;29-08-2017;Italy;Davolio;Seafood;193
10656;Tradio Hipermercados;30-08-2017;USA;Hellstern;Condiments;544,6
10656;Lehmanns Marktstand;30-08-2017;USA;Hellstern;Confections;57
10656;HILARION-Abastos;30-08-2017;USA;Hellstern;Produce;69,75
10657;LILA-Supermercado;30-08-2017;USA;Fuller;Condiments;775
10657;La maison d'Asie;30-08-2017;USA;Fuller;Confections;95
10657;Blauer See Delikatessen;30-08-2017;USA;Fuller;Dairy Products;1020
10657;Pericles Comidas clsicas;30-08-2017;USA;Fuller;Grains/Cereals;1710
10657;Hungry Owl All-Night Grocers;30-08-2017;USA;Fuller;Seafood;231,6
10657;White Clover Markets;30-08-2017;USA;Fuller;Seafood;540
10658;Mre Paillarde;31-08-2017;Germany;Peacock;Condiments;910
10658;Kniglich Essen;31-08-2017;Germany;Peacock;Confections;600
10658;Antonio Moreno Taquera;31-08-2017;Germany;Peacock;Dairy Products;1870
10658;Ottilies Kseladen;31-08-2017;Germany;Peacock;Seafood;1288
10659;Blauer See Delikatessen;31-08-2017;Brazil;King;Beverages;600
10659;Save-a-lot Markets;31-08-2017;Brazil;King;Dairy Products;250
10659;Bon app';31-08-2017;Brazil;King;Seafood;441,6
10660;Familia Arquibaldo;03-09-2017;USA;Callahan;Confections;1701
10661;Die Wandernde Kuh;04-09-2017;Ireland;King;Beverages;54
10661;Ernst Handel;04-09-2017;Ireland;King;Seafood;649,25
10662;QUICK-Stop;04-09-2017;USA;Leverling;Confections;125
10663;Hungry Owl All-Night Grocers;05-09-2017;France;Fuller;Grains/Cereals;420
10663;North/South;05-09-2017;France;Fuller;Produce;1060
10663;Tortuga Restaurante;05-09-2017;France;Fuller;Seafood;552
10664;Chop-suey Chinese;05-09-2017;Portugal;Davolio;Condiments;315,75
10664;Sant Gourmet;05-09-2017;Portugal;Davolio;Grains/Cereals;456
10664;Cactus Comidas para llevar;05-09-2017;Portugal;Davolio;Seafood;744
10665;Lehmanns Marktstand;06-09-2017;USA;Davolio;Beverages;180
10665;Seven Seas Imports;06-09-2017;USA;Davolio;Dairy Products;55
10665;Berglunds snabbkp;06-09-2017;USA;Davolio;Produce;1060
10666;Bon app';07-09-2017;Switzerland;King;Condiments;210,5
10666;Wartian Herkku;07-09-2017;Switzerland;King;Meat/Poultry;4456,44
